Running 1m test @ http://amd261.utah.cloudlab.us:8000/hello
  1 threads and 10 connections
  Thread calibration: mean lat.: 1.091ms, rate sampling interval: 10ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency     1.08ms  392.10us   2.49ms   66.65%
    Req/Sec   105.27    103.45   333.00     34.92%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%    1.06ms
 75.000%    1.34ms
 90.000%    1.59ms
 99.000%    2.05ms
 99.900%    2.39ms
 99.990%    2.49ms
 99.999%    2.49ms
100.000%    2.49ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       0.229     0.000000            1         1.00
       0.562     0.100000          500         1.11
       0.714     0.200000          998         1.25
       0.852     0.300000         1497         1.43
       0.962     0.400000         1997         1.67
       1.064     0.500000         2499         2.00
       1.110     0.550000         2750         2.22
       1.168     0.600000         2998         2.50
       1.220     0.650000         3247         2.86
       1.279     0.700000         3494         3.33
       1.339     0.750000         3746         4.00
       1.369     0.775000         3871         4.44
       1.399     0.800000         3994         5.00
       1.435     0.825000         4117         5.71
       1.480     0.850000         4243         6.67
       1.527     0.875000         4368         8.00
       1.554     0.887500         4429         8.89
       1.589     0.900000         4491        10.00
       1.625     0.912500         4554        11.43
       1.664     0.925000         4617        13.33
       1.716     0.937500         4680        16.00
       1.744     0.943750         4711        17.78
       1.775     0.950000         4741        20.00
       1.798     0.956250         4774        22.86
       1.833     0.962500         4804        26.67
       1.859     0.968750         4835        32.00
       1.878     0.971875         4850        35.56
       1.895     0.975000         4867        40.00
       1.915     0.978125         4881        45.71
       1.939     0.981250         4897        53.33
       1.969     0.984375         4913        64.00
       1.998     0.985938         4920        71.11
       2.013     0.987500         4928        80.00
       2.039     0.989062         4936        91.43
       2.057     0.990625         4944       106.67
       2.103     0.992188         4952       128.00
       2.143     0.992969         4955       142.22
       2.157     0.993750         4959       160.00
       2.207     0.994531         4963       182.86
       2.239     0.995313         4967       213.33
       2.261     0.996094         4971       256.00
       2.265     0.996484         4973       284.44
       2.279     0.996875         4975       320.00
       2.321     0.997266         4977       365.71
       2.331     0.997656         4979       426.67
       2.345     0.998047         4981       512.00
       2.351     0.998242         4982       568.89
       2.377     0.998437         4983       640.00
       2.393     0.998633         4984       731.43
       2.395     0.998828         4985       853.33
       2.405     0.999023         4986      1024.00
       2.405     0.999121         4986      1137.78
       2.421     0.999219         4987      1280.00
       2.421     0.999316         4987      1462.86
       2.445     0.999414         4988      1706.67
       2.445     0.999512         4988      2048.00
       2.445     0.999561         4988      2275.56
       2.447     0.999609         4989      2560.00
       2.447     0.999658         4989      2925.71
       2.447     0.999707         4989      3413.33
       2.447     0.999756         4989      4096.00
       2.447     0.999780         4989      4551.11
       2.491     0.999805         4990      5120.00
       2.491     1.000000         4990          inf
#[Mean    =        1.077, StdDeviation   =        0.392]
#[Max     =        2.490, Total count    =         4990]
#[Buckets =           27, SubBuckets     =         2048]
----------------------------------------------------------
  6001 requests in 1.00m, 720.82KB read
Requests/sec:    100.01
Transfer/sec:     12.01KB
