Running 1m test @ http://amd261.utah.cloudlab.us:8000/hello
  2 threads and 25 connections
  Thread calibration: mean lat.: 10.403ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 10.421ms, rate sampling interval: 10ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency     1.04ms  399.90us   2.51ms   67.83%
    Req/Sec    53.12     90.16   333.00     77.73%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%    1.03ms
 75.000%    1.30ms
 90.000%    1.53ms
 99.000%    2.10ms
 99.900%    2.35ms
 99.990%    2.51ms
 99.999%    2.51ms
100.000%    2.51ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       0.191     0.000000            1         1.00
       0.515     0.100000          500         1.11
       0.664     0.200000          999         1.25
       0.794     0.300000         1505         1.43
       0.913     0.400000         1999         1.67
       1.030     0.500000         2496         2.00
       1.087     0.550000         2748         2.22
       1.140     0.600000         2998         2.50
       1.197     0.650000         3245         2.86
       1.256     0.700000         3497         3.33
       1.302     0.750000         3744         4.00
       1.329     0.775000         3872         4.44
       1.355     0.800000         3995         5.00
       1.388     0.825000         4119         5.71
       1.426     0.850000         4245         6.67
       1.474     0.875000         4368         8.00
       1.503     0.887500         4431         8.89
       1.533     0.900000         4493        10.00
       1.572     0.912500         4557        11.43
       1.618     0.925000         4618        13.33
       1.664     0.937500         4680        16.00
       1.702     0.943750         4712        17.78
       1.743     0.950000         4744        20.00
       1.774     0.956250         4774        22.86
       1.822     0.962500         4806        26.67
       1.874     0.968750         4836        32.00
       1.903     0.971875         4852        35.56
       1.929     0.975000         4868        40.00
       1.953     0.978125         4883        45.71
       1.984     0.981250         4899        53.33
       2.010     0.984375         4914        64.00
       2.029     0.985938         4923        71.11
       2.055     0.987500         4930        80.00
       2.083     0.989062         4938        91.43
       2.119     0.990625         4946       106.67
       2.145     0.992188         4954       128.00
       2.161     0.992969         4957       142.22
       2.177     0.993750         4961       160.00
       2.213     0.994531         4965       182.86
       2.221     0.995313         4970       213.33
       2.237     0.996094         4974       256.00
       2.245     0.996484         4975       284.44
       2.257     0.996875         4977       320.00
       2.261     0.997266         4979       365.71
       2.295     0.997656         4981       426.67
       2.301     0.998047         4983       512.00
       2.305     0.998242         4984       568.89
       2.313     0.998437         4985       640.00
       2.315     0.998633         4986       731.43
       2.345     0.998828         4988       853.33
       2.345     0.999023         4988      1024.00
       2.345     0.999121         4988      1137.78
       2.351     0.999219         4989      1280.00
       2.351     0.999316         4989      1462.86
       2.371     0.999414         4990      1706.67
       2.371     0.999512         4990      2048.00
       2.371     0.999561         4990      2275.56
       2.459     0.999609         4991      2560.00
       2.459     0.999658         4991      2925.71
       2.459     0.999707         4991      3413.33
       2.459     0.999756         4991      4096.00
       2.459     0.999780         4991      4551.11
       2.511     0.999805         4992      5120.00
       2.511     1.000000         4992          inf
#[Mean    =        1.037, StdDeviation   =        0.400]
#[Max     =        2.510, Total count    =         4992]
#[Buckets =           27, SubBuckets     =         2048]
----------------------------------------------------------
  6002 requests in 1.00m, 720.94KB read
Requests/sec:    100.03
Transfer/sec:     12.02KB
