Running 1m test @ http://ms0343.utah.cloudlab.us:8000
  2 threads and 10 connections
  Thread calibration: mean lat.: 1.297ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.348ms, rate sampling interval: 10ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency     1.24ms  438.99us   5.83ms   65.21%
    Req/Sec   262.82     57.18   444.00     53.83%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%    1.32ms
 75.000%    1.60ms
 90.000%    1.74ms
 99.000%    1.92ms
 99.900%    2.05ms
 99.990%    4.76ms
 99.999%    5.84ms
100.000%    5.84ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       0.232     0.000000            1         1.00
       0.542     0.100000         2500         1.11
       0.829     0.200000         5005         1.25
       1.005     0.300000         7502         1.43
       1.176     0.400000        10012         1.67
       1.318     0.500000        12507         2.00
       1.374     0.550000        13748         2.22
       1.435     0.600000        15009         2.50
       1.494     0.650000        16259         2.86
       1.547     0.700000        17505         3.33
       1.600     0.750000        18741         4.00
       1.626     0.775000        19388         4.44
       1.650     0.800000        20005         5.00
       1.670     0.825000        20623         5.71
       1.692     0.850000        21241         6.67
       1.714     0.875000        21877         8.00
       1.725     0.887500        22180         8.89
       1.738     0.900000        22500        10.00
       1.750     0.912500        22812        11.43
       1.762     0.925000        23122        13.33
       1.778     0.937500        23442        16.00
       1.787     0.943750        23582        17.78
       1.798     0.950000        23746        20.00
       1.810     0.956250        23895        22.86
       1.825     0.962500        24054        26.67
       1.842     0.968750        24210        32.00
       1.851     0.971875        24284        35.56
       1.861     0.975000        24369        40.00
       1.870     0.978125        24442        45.71
       1.881     0.981250        24520        53.33
       1.893     0.984375        24596        64.00
       1.902     0.985938        24640        71.11
       1.909     0.987500        24674        80.00
       1.918     0.989062        24713        91.43
       1.928     0.990625        24754       106.67
       1.939     0.992188        24793       128.00
       1.946     0.992969        24816       142.22
       1.951     0.993750        24833       160.00
       1.956     0.994531        24852       182.86
       1.963     0.995313        24869       213.33
       1.972     0.996094        24891       256.00
       1.977     0.996484        24899       284.44
       1.981     0.996875        24908       320.00
       1.986     0.997266        24919       365.71
       1.996     0.997656        24929       426.67
       2.004     0.998047        24938       512.00
       2.014     0.998242        24943       568.89
       2.017     0.998437        24947       640.00
       2.033     0.998633        24952       731.43
       2.043     0.998828        24957       853.33
       2.051     0.999023        24962      1024.00
       2.057     0.999121        24965      1137.78
       2.059     0.999219        24969      1280.00
       2.059     0.999316        24969      1462.86
       2.067     0.999414        24972      1706.67
       2.089     0.999512        24974      2048.00
       2.135     0.999561        24976      2275.56
       2.139     0.999609        24977      2560.00
       2.165     0.999658        24978      2925.71
       2.445     0.999707        24979      3413.33
       3.415     0.999756        24980      4096.00
       4.179     0.999780        24981      4551.11
       4.395     0.999805        24982      5120.00
       4.395     0.999829        24982      5851.43
       4.519     0.999854        24983      6826.67
       4.519     0.999878        24983      8192.00
       4.759     0.999890        24984      9102.22
       4.759     0.999902        24984     10240.00
       4.759     0.999915        24984     11702.86
       5.131     0.999927        24985     13653.33
       5.131     0.999939        24985     16384.00
       5.131     0.999945        24985     18204.44
       5.131     0.999951        24985     20480.00
       5.131     0.999957        24985     23405.71
       5.835     0.999963        24986     27306.67
       5.835     1.000000        24986          inf
#[Mean    =        1.236, StdDeviation   =        0.439]
#[Max     =        5.832, Total count    =        24986]
#[Buckets =           27, SubBuckets     =         2048]
----------------------------------------------------------
  30001 requests in 1.00m, 3.52MB read
Requests/sec:    500.00
Transfer/sec:     60.06KB
