Running 1m test @ http://amd261.utah.cloudlab.us:8000/hello
  4 threads and 10 connections
  Thread calibration: mean lat.: 1.230ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.205ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 0.974ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.099ms, rate sampling interval: 10ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency     1.06ms  381.30us   2.46ms   67.03%
    Req/Sec    26.58     58.97   222.00     80.86%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%    1.06ms
 75.000%    1.30ms
 90.000%    1.58ms
 99.000%    1.99ms
 99.900%    2.19ms
 99.990%    2.46ms
 99.999%    2.46ms
100.000%    2.46ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       0.204     0.000000            1         1.00
       0.557     0.100000          501         1.11
       0.717     0.200000         1005         1.25
       0.847     0.300000         1498         1.43
       0.955     0.400000         1998         1.67
       1.058     0.500000         2499         2.00
       1.104     0.550000         2746         2.22
       1.153     0.600000         3000         2.50
       1.198     0.650000         3250         2.86
       1.248     0.700000         3496         3.33
       1.303     0.750000         3745         4.00
       1.334     0.775000         3873         4.44
       1.370     0.800000         3994         5.00
       1.413     0.825000         4119         5.71
       1.458     0.850000         4244         6.67
       1.511     0.875000         4370         8.00
       1.549     0.887500         4436         8.89
       1.582     0.900000         4493        10.00
       1.618     0.912500         4556        11.43
       1.658     0.925000         4618        13.33
       1.696     0.937500         4682        16.00
       1.721     0.943750         4712        17.78
       1.745     0.950000         4744        20.00
       1.768     0.956250         4774        22.86
       1.793     0.962500         4805        26.67
       1.820     0.968750         4837        32.00
       1.843     0.971875         4852        35.56
       1.858     0.975000         4869        40.00
       1.882     0.978125         4883        45.71
       1.898     0.981250         4899        53.33
       1.920     0.984375         4914        64.00
       1.931     0.985938         4922        71.11
       1.955     0.987500         4930        80.00
       1.978     0.989062         4938        91.43
       1.994     0.990625         4946       106.67
       2.005     0.992188         4953       128.00
       2.013     0.992969         4957       142.22
       2.026     0.993750         4961       160.00
       2.044     0.994531         4965       182.86
       2.061     0.995313         4969       213.33
       2.073     0.996094         4973       256.00
       2.089     0.996484         4975       284.44
       2.095     0.996875         4977       320.00
       2.109     0.997266         4979       365.71
       2.115     0.997656         4981       426.67
       2.155     0.998047         4983       512.00
       2.163     0.998242         4984       568.89
       2.175     0.998437         4985       640.00
       2.185     0.998633         4986       731.43
       2.193     0.998828         4987       853.33
       2.323     0.999023         4988      1024.00
       2.323     0.999121         4988      1137.78
       2.331     0.999219         4989      1280.00
       2.331     0.999316         4989      1462.86
       2.365     0.999414         4990      1706.67
       2.365     0.999512         4990      2048.00
       2.365     0.999561         4990      2275.56
       2.401     0.999609         4991      2560.00
       2.401     0.999658         4991      2925.71
       2.401     0.999707         4991      3413.33
       2.401     0.999756         4991      4096.00
       2.401     0.999780         4991      4551.11
       2.463     0.999805         4992      5120.00
       2.463     1.000000         4992          inf
#[Mean    =        1.063, StdDeviation   =        0.381]
#[Max     =        2.462, Total count    =         4992]
#[Buckets =           27, SubBuckets     =         2048]
----------------------------------------------------------
  6004 requests in 1.00m, 721.18KB read
Requests/sec:    100.07
Transfer/sec:     12.02KB
