Running 1m test @ http://amd261.utah.cloudlab.us:8000/hello
  24 threads and 25 connections
  Thread calibration: mean lat.: 1.122ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.128ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.093ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.084ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.064ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.087ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.117ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 0.935ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 0.948ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 0.916ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 0.945ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 0.899ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.027ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 0.954ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.116ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.019ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 0.907ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 0.870ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 0.999ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 0.911ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 0.837ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 0.980ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 0.855ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 0.891ms, rate sampling interval: 10ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency     0.96ms  375.36us   2.39ms   66.91%
    Req/Sec     4.35     20.77   111.00     95.79%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%    0.95ms
 75.000%    1.21ms
 90.000%    1.44ms
 99.000%    1.92ms
 99.900%    2.16ms
 99.990%    2.39ms
 99.999%    2.39ms
100.000%    2.39ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       0.127     0.000000            1         1.00
       0.468     0.100000          501         1.11
       0.617     0.200000         1004         1.25
       0.733     0.300000         1502         1.43
       0.849     0.400000         2000         1.67
       0.951     0.500000         2498         2.00
       1.001     0.550000         2746         2.22
       1.052     0.600000         2998         2.50
       1.098     0.650000         3247         2.86
       1.152     0.700000         3499         3.33
       1.209     0.750000         3749         4.00
       1.238     0.775000         3875         4.44
       1.270     0.800000         3995         5.00
       1.305     0.825000         4121         5.71
       1.347     0.850000         4244         6.67
       1.393     0.875000         4369         8.00
       1.418     0.887500         4431         8.89
       1.444     0.900000         4495        10.00
       1.484     0.912500         4557        11.43
       1.521     0.925000         4618        13.33
       1.555     0.937500         4681        16.00
       1.585     0.943750         4712        17.78
       1.599     0.950000         4744        20.00
       1.629     0.956250         4775        22.86
       1.663     0.962500         4805        26.67
       1.702     0.968750         4836        32.00
       1.724     0.971875         4853        35.56
       1.740     0.975000         4868        40.00
       1.773     0.978125         4883        45.71
       1.802     0.981250         4899        53.33
       1.852     0.984375         4915        64.00
       1.866     0.985938         4922        71.11
       1.883     0.987500         4930        80.00
       1.902     0.989062         4938        91.43
       1.929     0.990625         4947       106.67
       1.953     0.992188         4953       128.00
       1.963     0.992969         4957       142.22
       1.978     0.993750         4961       160.00
       1.995     0.994531         4965       182.86
       2.021     0.995313         4969       213.33
       2.043     0.996094         4973       256.00
       2.067     0.996484         4975       284.44
       2.071     0.996875         4977       320.00
       2.089     0.997266         4980       365.71
       2.091     0.997656         4981       426.67
       2.103     0.998047         4983       512.00
       2.107     0.998242         4984       568.89
       2.133     0.998437         4985       640.00
       2.155     0.998633         4986       731.43
       2.161     0.998828         4987       853.33
       2.211     0.999023         4988      1024.00
       2.211     0.999121         4988      1137.78
       2.243     0.999219         4989      1280.00
       2.243     0.999316         4989      1462.86
       2.305     0.999414         4990      1706.67
       2.305     0.999512         4990      2048.00
       2.305     0.999561         4990      2275.56
       2.365     0.999609         4991      2560.00
       2.365     0.999658         4991      2925.71
       2.365     0.999707         4991      3413.33
       2.365     0.999756         4991      4096.00
       2.365     0.999780         4991      4551.11
       2.395     0.999805         4992      5120.00
       2.395     1.000000         4992          inf
#[Mean    =        0.959, StdDeviation   =        0.375]
#[Max     =        2.394, Total count    =         4992]
#[Buckets =           27, SubBuckets     =         2048]
----------------------------------------------------------
  6024 requests in 1.00m, 723.59KB read
Requests/sec:    100.40
Transfer/sec:     12.06KB
