Running 1m test @ http://amd261.utah.cloudlab.us:8000
  1 threads and 200 connections
  Thread calibration: mean lat.: 2.662ms, rate sampling interval: 10ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency     1.55ms  612.01us   4.66ms   69.93%
    Req/Sec   529.68      1.79k    8.33k    92.05%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%    1.45ms
 75.000%    1.92ms
 90.000%    2.40ms
 99.000%    3.28ms
 99.900%    3.89ms
 99.990%    4.38ms
 99.999%    4.67ms
100.000%    4.67ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       0.285     0.000000            1         1.00
       0.848     0.100000         2466         1.11
       1.036     0.200000         4921         1.25
       1.168     0.300000         7389         1.43
       1.301     0.400000         9842         1.67
       1.449     0.500000        12316         2.00
       1.526     0.550000        13535         2.22
       1.608     0.600000        14762         2.50
       1.702     0.650000        15993         2.86
       1.809     0.700000        17226         3.33
       1.916     0.750000        18452         4.00
       1.983     0.775000        19077         4.44
       2.047     0.800000        19686         5.00
       2.115     0.825000        20310         5.71
       2.193     0.850000        20922         6.67
       2.285     0.875000        21527         8.00
       2.339     0.887500        21841         8.89
       2.403     0.900000        22144        10.00
       2.463     0.912500        22451        11.43
       2.527     0.925000        22758        13.33
       2.613     0.937500        23068        16.00
       2.659     0.943750        23220        17.78
       2.705     0.950000        23373        20.00
       2.757     0.956250        23529        22.86
       2.815     0.962500        23679        26.67
       2.883     0.968750        23835        32.00
       2.929     0.971875        23914        35.56
       2.967     0.975000        23985        40.00
       3.019     0.978125        24062        45.71
       3.077     0.981250        24139        53.33
       3.135     0.984375        24218        64.00
       3.167     0.985938        24255        71.11
       3.205     0.987500        24294        80.00
       3.253     0.989062        24331        91.43
       3.311     0.990625        24373       106.67
       3.361     0.992188        24408       128.00
       3.397     0.992969        24431       142.22
       3.425     0.993750        24447       160.00
       3.465     0.994531        24466       182.86
       3.503     0.995313        24485       213.33
       3.541     0.996094        24504       256.00
       3.575     0.996484        24515       284.44
       3.609     0.996875        24524       320.00
       3.641     0.997266        24533       365.71
       3.675     0.997656        24545       426.67
       3.711     0.998047        24552       512.00
       3.737     0.998242        24557       568.89
       3.757     0.998437        24562       640.00
       3.791     0.998633        24568       731.43
       3.835     0.998828        24572       853.33
       3.919     0.999023        24576      1024.00
       3.939     0.999121        24579      1137.78
       3.947     0.999219        24581      1280.00
       4.003     0.999316        24584      1462.86
       4.059     0.999414        24586      1706.67
       4.115     0.999512        24589      2048.00
       4.147     0.999561        24590      2275.56
       4.167     0.999609        24591      2560.00
       4.171     0.999658        24592      2925.71
       4.183     0.999707        24593      3413.33
       4.207     0.999756        24594      4096.00
       4.215     0.999780        24595      4551.11
       4.235     0.999805        24596      5120.00
       4.235     0.999829        24596      5851.43
       4.355     0.999854        24597      6826.67
       4.355     0.999878        24597      8192.00
       4.383     0.999890        24598      9102.22
       4.383     0.999902        24598     10240.00
       4.383     0.999915        24598     11702.86
       4.467     0.999927        24599     13653.33
       4.467     0.999939        24599     16384.00
       4.467     0.999945        24599     18204.44
       4.467     0.999951        24599     20480.00
       4.467     0.999957        24599     23405.71
       4.667     0.999963        24600     27306.67
       4.667     1.000000        24600          inf
#[Mean    =        1.549, StdDeviation   =        0.612]
#[Max     =        4.664, Total count    =        24600]
#[Buckets =           27, SubBuckets     =         2048]
----------------------------------------------------------
  29601 requests in 1.00m, 3.47MB read
Requests/sec:    491.69
Transfer/sec:     59.06KB
