Running 1m test @ http://amd261.utah.cloudlab.us:8001
  1 threads and 10 connections
  Thread calibration: mean lat.: 5465.494ms, rate sampling interval: 17743ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency    34.31s    13.90s    0.97m    59.06%
    Req/Sec     9.50      0.50    10.00    100.00%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%   34.37s 
 75.000%   46.14s 
 90.000%    0.90m 
 99.000%    0.97m 
 99.900%    0.97m 
 99.990%    0.97m 
 99.999%    0.97m 
100.000%    0.97m 

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

    9830.399     0.000000            1         1.00
   14761.983     0.100000           51         1.11
   19644.415     0.200000           99         1.25
   24559.615     0.300000          149         1.43
   29458.431     0.400000          199         1.67
   34373.631     0.500000          249         2.00
   36372.479     0.550000          271         2.22
   39288.831     0.600000          301         2.50
   41254.911     0.650000          321         2.86
   44171.263     0.700000          349         3.33
   46137.343     0.750000          369         4.00
   47153.151     0.775000          381         4.44
   49086.463     0.800000          399         5.00
   50069.503     0.825000          410         5.71
   51052.543     0.850000          420         6.67
   52035.583     0.875000          431         8.00
   53018.623     0.887500          441         8.89
   53968.895     0.900000          444        10.00
   54001.663     0.912500          451        11.43
   54951.935     0.925000          458        13.33
   54984.703     0.937500          461        16.00
   55934.975     0.943750          469        17.78
   55934.975     0.950000          469        20.00
   55967.743     0.956250          471        22.86
   56918.015     0.962500          479        26.67
   56918.015     0.968750          479        32.00
   56918.015     0.971875          479        35.56
   56918.015     0.975000          479        40.00
   56950.783     0.978125          481        45.71
   57901.055     0.981250          489        53.33
   57901.055     0.984375          489        64.00
   57901.055     0.985938          489        71.11
   57901.055     0.987500          489        80.00
   57901.055     0.989062          489        91.43
   57901.055     0.990625          489       106.67
   57901.055     0.992188          489       128.00
   57901.055     0.992969          489       142.22
   57901.055     0.993750          489       160.00
   57901.055     0.994531          489       182.86
   57901.055     0.995313          489       213.33
   57933.823     0.996094          491       256.00
   57933.823     1.000000          491          inf
#[Mean    =    34306.619, StdDeviation   =    13901.400]
#[Max     =    57901.056, Total count    =          491]
#[Buckets =           27, SubBuckets     =         2048]
----------------------------------------------------------
  589 requests in 1.00m, 70.75KB read
Requests/sec:      9.81
Transfer/sec:      1.18KB
